site_name,study_count_for_site,latitude,longitude,coordinate_status,coordinate_source_name,coordinate_source_url,study_title,study_year,study_doi,study_source,study_landing_page_url,study_pdf_url,study_authors,abstract_excerpt
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,V. The Early Nasca Pilgrimage Center of Cahuachi and the Nazca Lines: Anthropological and Archaeological Perspectives,1990,10.70249/9798893981193-008,Lines of Nazca,https://doi.org/10.70249/9798893981193-008,,Helaine Silverman,
Osmore Valley,1,,,missing,,,"Isotopic evidence for Middle Horizon to 16th century camelid herding in the Osmore Valley, Peru",2010,10.1002/oa.1157,International Journal of Osteoarchaeology,https://doi.org/10.1002/oa.1157,,Erin Kennedy Thornton; Susan D. deFrance; John Krigbaum; Patrick Ryan Williams,"Abstract Archaeological and zooarchaeological data indicate that camelid pastoralism was a subsistence and economic mainstay of Middle Horizon and more recent cultures in the Osmore region of southern Peru. However, it is not known whether camelids were primarily herded in highland puna pastures or near lower elevation sites in the middle valley or along the coast. This research examines the elevation of archaeological camelid herding in the Osmore Valley using stable isotope analysis. Stable carbon (δ 13 C) and nitrogen (δ 15 N) isotope ratios were measured on 28 archaeological camelid bone samples from the Middle Horizon sites of Cerro Baúl and Cerro Mejía, the Late Intermediate site of Yaral and the late pre‐Hispanic to Colonial period site of Torata Alta. Twenty‐three archaeological camelids have δ 13 C and δ 15 N values similar to five modern camelids maintained in highland puna pastures. In contrast, three camelids from the high status Wari site of Cerro Baúl, and two from Yar..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,A 3D-model of the Nasca lines at Palpa (Peru),2003,10.3929/ethz-a-004599129,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/147649,http://hdl.handle.net/20.500.11850/147649,Martin Sauerbier; Karsten Lambers,"The Nasca Lines or geoglyphs in the desert of south Peru are among the most famous cultural heritage sites in the world.Unfortunately, their investigation and interpretation has been hampered for a long time by the lack of an accurate documentation.Based on aerial imagery that was especially acquired for this purpose, we produced a virtual 3D model of the northern part of the Nasca region, around the modern town of Palpa.The slopes and ridges of this area are covered by more than 1'500 geoglyphs that are shown in the model.This 3D model of Palpa, presented at the workshop for the first time in its complete form, is the result of 5 years of archaeological and photogrammetric fieldwork at Palpa jointly conducted by geodetic engineers of ETH Zurich and archaeologists from Germany and Peru.The model consists of a DTM, photorealistic texture based on an orthomosaic, and a vector layer showing the geoglyphs.These high-resolution datasets are needed to ensure accurate results of the intend..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,A Chronology of the Pre-Columbian Paracas and Nasca Cultures in South Peru Based on AMS <sup>14</sup>C Dating,2007,10.1017/s0033822200042466,Radiocarbon,https://doi.org/10.1017/s0033822200042466,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B201208B6ACF92EE733DD7976D5FACD2/S0033822200042466a.pdf/div-class-title-a-chronology-of-the-pre-columbian-paracas-and-nasca-cultures-in-south-peru-based-on-ams-span-class-sup-14-span-c-dating-div.pdf,Ingmar Unkel; Bernd Kromer; Markus Reindel; Lukas Wacker; Günther A. Wagner,"The people of the Paracas and Nasca cultures, the creators of the famous geoglyphs, lived in the desert of the southern coast of Peru between about 800 BC and AD 650. The archaeological chronology of these cultures has been based almost exclusively on a sequence of ceramic styles. The absolute dating of some of the style phases was supported by a few radiocarbon dates (Rowe 1967). Here, we present an absolute chronology of the Paracas and Nasca cultures based on 14 C dating of more than 100 organic samples from settlement and tomb relics, as well as on material derived from geoglyph sites in the Nasca/Palpa region (south Peru). The main focus has been on Nasca period settlement centers near Palpa, Los Molinos and La Muña, the Paracas period site of Jauranga, and the Initial period site of Pernil Alto. Most of the 14 C samples were dated at the accelerator mass spectrometry (AMS) facility of the ETH Zurich (Switzerland). The targets were produced in the newly built graphitization lin..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"A comprehensive numerical chronology for the pre-Columbian cultures of the Palpa valleys, south coast of Peru",2012,10.1016/j.jas.2012.02.021,Journal of Archaeological Science,https://doi.org/10.1016/j.jas.2012.02.021,,Ingmar Unkel; Markus Reindel; Hermann Gorbahn; Johny Isla Cuadrado; Bernd Kromer; Volker Soßna,
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,A data model for a GIS-based analysis of the Nasca lines at Palpa (Peru),2003,10.3929/ethz-a-004599145,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/147650,http://hdl.handle.net/20.500.11850/147650,Karsten Lambers; Martin Sauerbier,"The famous Nasca lines and geoglyphs in the desert on the south coast of Peru are a constitutive part of the Nasca cultural landscape of the Early Intermediate Period (approx. 200 BC – AD 600). Vast desert zones, largely uninhabited and unused in other epochs, were marked and altered on a large scale according to the cultural concepts, needs and beliefs of the Nasca people. A study of the geoglyphs thus is expected to provide important insights into Nasca culture. Such an investigation requires a regional approach considering the geoglyphs and the landscape they are found in. Since 1997, in close cooperation between geodesists and archaeologists from Switzerland, Germany and Peru, a working scheme was devised and realized that allows for the first time the photogrammetric recording, 3D modeling, and GIS-based archaeological analysis of the geoglyphs of Palpa, in the northern part of the Nasca region, where more than 1 500 geoglyphs cover the ridges and plateaus of the desert. The ch..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"Combining photogrammetry and laser scanning for the recording and modelling of the Late Intermediate Period site of Pinchango Alto, Palpa, Peru",2007,10.1016/j.jas.2006.12.008,Journal of Archaeological Science,https://doi.org/10.1016/j.jas.2006.12.008,,Karsten Lambers; Henri Eisenbeiss; Martin Sauerbier; Denise Kupferschmidt; Thomas Gaisecker; Soheil Sotoodeh; Thomas Hanusch,
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,Context Matters: GIS-Based Spatial Analysis of the Nasca Geoglyphs of Palpa,2009,10.1007/978-3-540-87438-6_19,Natural science in archaeology,https://doi.org/10.1007/978-3-540-87438-6_19,,Karsten Lambers; Martin Sauerbier,
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,Dating the geometric Nasca lines in the Peruvian desert,2005,10.1017/s0003598x00114176,Antiquity,https://doi.org/10.1017/s0003598x00114176,,W.J. Rink; J. Bartoll,"The Nasca lines are geoglyphs – arrays of stones forming geometric shapes constructed by ancient humans, the largest ones occupying areas of more than 1km 2 . The authors used optically stimulated luminescence dating of quartz buried when the stone lines were constructed to give new dates for contexts associated with geoglyphs on high mesetas near Palpa. They conclude that the stone lines at sites at San Ignacio and Sacramento were constructed between AD 400 and 650. This suggests that they were made in the later part of the Early Intermediate Period by people of the Nasca culture."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,GIS-based management and analysis of the geoglyphs in the Palpa region,2009,10.3929/ethz-a-005940066,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/20984,http://hdl.handle.net/20.500.11850/20984,Martin Sauerbier,"This dissertation results from the work conducted by the author within the frame of the Nasca-Palpa project at the chair of photogrammetry and remote sensing of ETH Zurich. The work presented here reports on the work conducted at ETH Zurich during the Nasca/Palpa project with the focus on the investigation of the geoglyphs, also known as the lines, in the Palpa area. This thesis covers basically two main parts: Photogrammetric data acquisition, processing and geoglyph reconstruction for the Palpa region and the Pampa de and GIS-based management and analysis of the generated data, primarily for the geoglyphs of Palpa. The motivation behind this work was the need for suitable data management and analysis methods demanded by the involved archaeologists to enable a quantitative study of the spatial characteristics of the geoglyphs and the surrounding landscape in order to better understand the social and cultural meaning of the geoglyphs. Aside from the geoglyphs, a second class of figu..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"GIS-based visibility studies of the Nasca geoglyphs at Palpa, Peru",2006,,KOPS (University of Konstanz),http://nbn-resolving.de/urn:nbn:de:bsz:352-199011,http://nbn-resolving.de/urn:nbn:de:bsz:352-199011,Karsten Lambers; Martin Sauerbier,"The Nasca lines or geoglyphs in southern Peru are known as one of archaeology's greatest mysteries. Since the 1980s, however, new approaches have helped to better understand their function and meaning. The recent photogrammetric recording of 1 500 geoglyphs in the vicinity ofPalpa enabled for the first time a GIS-based analysis. Geoglyph visibility is one of their most discussed traits. While modern observers tend to view the geoglyphs from the air, their creators viewed and perceived them from the ground. The Palpa dataset allowed us to quantify geoglyph visibility and intervisibility by applying viewshed analysis and the Kolmogorov-Smirnov goodness-of-fit test. This investigation has shed new light on the cultural role of the geoglyphs in ancient Nasca society. In this paper we present some recent results ofthe GIS-based analysis of the Palpa geoglyphs, which is still underway. Furthermore, we discuss some general methodological issues of GIS applications in archaeology."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"High Resolution Drone Surveying of the Pista Geoglyph in Palpa, Peru",2018,10.3390/geosciences8120479,Geosciences,https://doi.org/10.3390/geosciences8120479,https://www.mdpi.com/2076-3263/8/12/479/pdf?version=1544694681,Karel Pavelka; Jaroslav Šedina; Eva Matoušková,"Currently, satellite images can be used to document historical or archaeological sites in areas that are distant, dangerous, or expensive to visit, and they can be used instead of basic fieldwork in several cases. Nowadays, they have final resolution on 35–50 cm, which can be limited for searching of fine structures. Results using the analysis of very high resolution (VHR) satellite data and super resolution data from drone on an object nearby Palpa, Peru are discussed in this article. This study is a part of Nasca project focused on using satellite data for documentation and the analysis of the famous geoglyphs in Peru near Palpa and Nasca, and partially on the documentation of other historical objects. The use of drone shows advantages of this technology to achieve high resolution object documentation and analysis, which provide new details. The documented site was the “Pista” geoglyph. Discovering of unknown geoglyphs (a bird, a guinea pig, and other small drawings) was quite sig..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"Mining Archaeology in the Nasca and Palpa Region, South Coast of Peru",2012,10.1007/978-1-4614-5200-3_14,Interdisciplinary Contributions to Archaeology,https://doi.org/10.1007/978-1-4614-5200-3_14,,Markus Reindel; Thomas R. Stöllner; Benedikt Gräfingholt,
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"PHOTOGRAMMETRIC DOCUMENTATION OF AN ARCHAEOLOGICAL SITE (PALPA, PERU) USING AN AUTONOMOUS MODEL HELICOPTER",2005,,KOPS (University of Konstanz),http://nbn-resolving.de/urn:nbn:de:bsz:352-0-253687,http://nbn-resolving.de/urn:nbn:de:bsz:352-0-253687,Henri Eisenbeiss; Karsten Lambers; Martin Sauerbier; Zhang Li,"In this paper we describe a new system for the recording of archaeological sites based on an autonomous UAV (unmanned aerial vehicle) that has recently been employed in the framework of the Nasca-Palpa Archaeological Project on the south coast of Peru. In the vicinity of Palpa, the prehispanic site of Pinchango Alto is an attractive, yet difficult target for archaeological research. On the one hand, its well preserved stone architecture, abundant surface finds, and richly furnished graves dating to the Late Intermediate Period (AD 1000-1400) offer many opportunities to study this still poorly understood pre-Inkaic period. On the other hand, access to and working on the site is rather difficult. The recording of the preserved surface remains therefore required a highly mobile and flexible documentation system. In the 2004 field campaign we used a model helicopter carrying a CMOS camera to acquire a series of vertical aerial images for a photogrammetric recording and 3D modeling of th..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"Photogrammetric recording of the archaeological site of Pinchango Alto (Palpa, Peru) using a mini helicopter (UAV)",2005,10.1007/s004150050160,Journal of Neurology,,,Henri Eisenbeiss; Karsten Lambers; Martin Sauerbier,"We studied prospectively 105 unselected patients complaining of ptosis and/or diplopia due to extrinsic ophthalmic muscle palsies without other neurological signs. All patients underwent the same diagnostic protocol. The presenting symptoms were: ptosis, 35 patients (33%); diplopia, 27 patients (26%); ptosis and diplopia, 43 patients (41%). The oculomotor nerve was most frequently involved, followed by the abducens nerve. The final diagnoses were: ocular myasthenia, intracranial and/or orbital pathology, thyroid ophthalmopathy, diabetic ophthalmoplegia, mitochondrial myopathy, oculopharyngeal muscular dystrophy. In 26 patients (25%) the cause remained undetermined. Our study confirms the difficulty of establishing an aetiological diagnosis in patients with isolated ocular palsies."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"Photogrammetric Recording of the Archaeological Site of Pinchango Alto (Palpa, Peru) Using a Mini Helicopter (UAV)",2007,10.15496/publikation-2410,Universitätsbibliothek Tübingen,https://doi.org/10.15496/publikation-2410,,António Figueiredo,
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,PRECOLUMBIAN RAW-MATERIAL EXPLOITATION IN SOUTHERN PERU-STRUCTURES AND PERSPECTIVES,2013,10.4067/s0717-73562013000100005,Chungara,https://doi.org/10.4067/s0717-73562013000100005,http://www.scielo.cl/pdf/chungara/v45n1/art05.pdf,Thomas Stöllner; Markus Reindel; Guntram Gassman; Benedikt Gräfingholt; Johny Isla Cuadrado,"The article deals with the exploitation of raw materials during pre-colonial times in Southern Peru especially pre-Columbian mining and quarrying activities in the valleys of Palpa and Nasca. Between 2006 and 2009 the Peruvian-German Palpa-project has discovered several places related to the extraction and the processing of lithic material, ores and minerals. All places detected so far are locations with traces of small scale mining. The available evidence demonstrates that production of raw materials has been carried out since the earliest periods of pre-Columbian occupation of the region. Obsidian was transported to the coast since the archaic period and can be considered as evidence of the mobility of the earliest settlers. Gold processing is present in the region at least since the Early Paracas period: Its regional usage increased during the late Paracas and the Nasca-period: many small scale mining operations could be found that provide insight into the organisational level. I..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"RADIOCARBON DATING OF THE NASCA SETTLEMENTS LOS MOLINOS AND LA MU—A IN PALPA, PERU",2002,,Geochronometria,http://www.geochronometria.pl/pdf/geo_21/geo21_18.pdf,,Jochen Görsdorf; Markus Reindel,"The Palpa Archaeological Project PAP investigates the relationship between the famous Nasca lines and ancient settlements in the Palpa region, in the desert of the south coast of Peru. Chronology will be fixed in absolute terms by radiocarbon dating of sites of Los Molinos and La Muaea. As a first approximation we get for the Nasca 3 culture 60-280 cal AD and for Nasca 4/5 and 5 culture 320-430 cal AD. That means the transition from Early to Middle Nasca is in the range between 280-320 cal AD."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,"The geoglyphs of Palpa (Peru) : documentation, analysis, and interpretation",2004,10.5167/uzh-163230,Zurich Open Repository and Archive (University of Zurich),,,Karsten Lambers,"Gegenstand dieser Arbeit ist eine Untersuchung der weltbekannten Geoglyphen von Nasca an der Südküste Perus (400 v. Chr. - 600 n. Chr.) mit dem Ziel, neue Erkenntnisse über ihre Funktion und Bedeutung zu gewinnen. Ein bisher undokumentierter Korpus von über 600 Geoglyphen in der Gegend von Palpa wurde erstmals mit modernen Methoden der Geomatik, wie Luftbildphotogrammetrie und GIS, dokumentiert, modelliert und analysiert. Dies wurde ergänzt durch eine genaue archäologische Dokumentation der Geoglyphen im Gelände sowie die Auswertung und Interpretation der erhobenen Daten. Dieser interdisziplinäre Ansatz ermöglichte neue Erkenntnisse zur Chronologie, Typologie und räumlichen Verteilung der Geoglyphen. Zudem konnte ein Erklärungsmodell aus jüngerer Zeit anhand archäologischer Daten getestet werden, welches versucht, die Geoglyphen auf der Grundlage von sozialen, kulturellen und rituellen Traditionen des Andenraumes zu erklären. Die Untersuchung ergab, dass die Aktivitäten auf den Geog..."
Palpa lines,18,-14.596568,-75.194949,verified,Wikimedia Commons Category: Palpa lines,https://commons.wikimedia.org/wiki/Category:Palpa_lines,Tracking Human-Induced Landscape Disturbance at the Nasca Lines UNESCO World Heritage Site in Peru with COSMO-SkyMed InSAR,2018,10.3390/rs10040572,Remote Sensing,https://doi.org/10.3390/rs10040572,,Francesca Cigna; Deodato Tapete,"The “Lines and Geoglyphs of Nasca and Palpa” in Peru are among the most well-known UNESCO World Heritage Sites globally, and an exemplar of site where heritage assets cannot be separated from their natural and anthropogenic environment. The site is exposed to interactions with natural processes, as well as human presence. In this work, 3-m resolution synthetic aperture radar (SAR) StripMap HIMAGE HH-polarised scenes acquired by the X-band COSMO-SkyMed constellation are exploited to track two events of human-induced landscape disturbance that occurred in December 2014 and January 2018. Pre-, cross-, and post-event interferometric SAR (InSAR) pairs characterised by small temporal and normal baselines allow the detection of temporal decorrelation associated with the two events, the extent and time reference of which match with online photographic and video evidence, published literature, web news, and press releases by the Ministry of Culture in Peru. Further elements enhancing the und..."
Pampa Grande,1,,,missing,,,Pampa Grande and the Mochica Culture,1994,10.7560/776746,University of Texas Press eBooks,https://doi.org/10.7560/776746,,泉 島田,"Pampa Grande and the Mochica Culture] demonstrates what archaeologists can achieve in terms of reading cultural meaning from the material record. . . . Clear, thoughtful, detailed, and balanced, it is one of the finest treatments of a prehistoric culture that I have ever read. -- Latin American Indian Literatures Journal In Shimada's elegantly illustrated, well argued and documented book, he undertakes the task of exploring the complex causes for the transition registered between Moche-IV and Moche-V, and for the rise and fall of the] last great Mochica civic experiment, Pampa Grande. But far more is offered, for Shimada embarked on a brilliant critical re-evaluation of what is known and still enigmatic about the long-lived Mochica cultural tradition in the Peruvian North Coast.... .Using a multidisciplinary approach Shimada weaves a richly patterned tapestry of Mochica prehistory. It is required reading for archaeologists interested in Latin America. -- Antiquity There is no work w..."
Paracas Peninsula,3,,,missing,,,"Ecología de Phyllodactylus angustidigitus y P. gerrhopygus (Squamata: Phyllodactylidae) de la Reserva Nacional de Paracas, Perú",2011,10.15381/rpb.v18i2.232,Revista Peruana de Biología,https://doi.org/10.15381/rpb.v18i2.232,,José Pérez Z.; Katya Balta,"Until now, ecology of Phyllodactylus angustidigitus and P. gerrhopygus are unknown. In this work, we researched some aspects of P. angustidigitus and P. gerrhopygus niches at National Reserve of Paracas (RNP). We evaluated and compared: distribution, habitat use (spatial niche), activity patterns (temporal niche) and diet (trophic niche), all these aspects in both geckonids species. We estimated resource supply through pitfall traps. Paracas geckonid, P. angustidigitus, has been present in most of the RNP evaluated locations, and it was reported in desert and hills habitats. Southern geckonid, P. gerrhopygus, was reported only in Paracas peninsula and Sta. Cruz, in desert, hills and oasis habitats. Both species were founded in activity at night time. P. angustidigitus and P. gerrhopygus diet consisted in insects. The diet of these species shows a generalist behavior, caused by the trophic niche amplitude, and an opportunistic behavior, explained with similarity between diet composit..."
Paracas Peninsula,3,,,missing,,,"The First Field Season of Excavations at the Alto del Molino Site, Pisco Valley, Peru",1997,10.1179/jfa.1997.24.4.441,Journal of Field Archaeology,https://doi.org/10.1179/jfa.1997.24.4.441,,Helaine Silverman,"AbstractLittle archaeological fieldwork has been conducted in the Pisco Valley on the south coast of Peru and Pisco has long been regarded as inconsequential in the cultural dynamics of the region's prehistory. Yet a critical review of the literature and, especially, the results of recent excavations at the Alto del Molino site reveal that Pisco played an important role in the development of social complexity on the south coast at the end of the Early Horizon (ca. 300–1 B.C.) through the early Early Intermediate Period (ca. A.C. 1–300). The Pisco Valley is part of the larger context of the great cemeteries of the nearby, desolate Paracas Peninsula and the valley contributes to our understanding of those elaborate mortuary phenomena. In addition, a major regional culture called Carmen flourished in Pisco following the abandonment of the Paracas cemeteries and contemporary Pisco Valley sites. Carmen is contemporary with early Nasca culture of the Ica and Nazca valleys to the south and..."
Paracas Peninsula,3,,,missing,,,The Paracas Society of Prehispanic Peru,2021,10.1093/acrefore/9780199366439.013.981,Oxford Research Encyclopedia of Latin American History,https://doi.org/10.1093/acrefore/9780199366439.013.981,,Henry Tantaleán,"Paracas society spread over a large geographical area on the southern Peruvian coast between 800 bce and 200 bce . Unlike an “archaeological culture” that has uniform economy, politics, and ideology and is integrated under a single political structure, the Paracas phenomenon was a series of communities adopting different forms of economic and political organizations that were, nevertheless, economically linked and sharing the same religious ideology. The social mechanisms by which all these communities and political entities were linked included exchange, ritual, and religion, which allowed them to share a series of artifacts, social practices, rituals, and religious iconography. In each of the valleys, every entities, or group of communities, had their own architectural and artisanal features and were economically and politically autonomous. The famous archaeological sites associated with Cerro Colorado on the Paracas peninsula seem to have been more than a central place for Paraca..."
Pernil Alto,2,,,missing,,,A Chronology of the Pre-Columbian Paracas and Nasca Cultures in South Peru Based on AMS <sup>14</sup>C Dating,2007,10.1017/s0033822200042466,Radiocarbon,https://doi.org/10.1017/s0033822200042466,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B201208B6ACF92EE733DD7976D5FACD2/S0033822200042466a.pdf/div-class-title-a-chronology-of-the-pre-columbian-paracas-and-nasca-cultures-in-south-peru-based-on-ams-span-class-sup-14-span-c-dating-div.pdf,Ingmar Unkel; Bernd Kromer; Markus Reindel; Lukas Wacker; Günther A. Wagner,"The people of the Paracas and Nasca cultures, the creators of the famous geoglyphs, lived in the desert of the southern coast of Peru between about 800 BC and AD 650. The archaeological chronology of these cultures has been based almost exclusively on a sequence of ceramic styles. The absolute dating of some of the style phases was supported by a few radiocarbon dates (Rowe 1967). Here, we present an absolute chronology of the Paracas and Nasca cultures based on 14 C dating of more than 100 organic samples from settlement and tomb relics, as well as on material derived from geoglyph sites in the Nasca/Palpa region (south Peru). The main focus has been on Nasca period settlement centers near Palpa, Los Molinos and La Muña, the Paracas period site of Jauranga, and the Initial period site of Pernil Alto. Most of the 14 C samples were dated at the accelerator mass spectrometry (AMS) facility of the ETH Zurich (Switzerland). The targets were produced in the newly built graphitization lin..."
Pernil Alto,2,,,missing,,,"THE MIDDLE ARCHAIC SITE OF PERNIL ALTO, SOUTHERN PERU: THE BEGINNINGS OF HORTICULTURE AND SEDENTARINESS IN MID-HOLOCENE CONDITIONS",2013,10.4067/s0719-26812013000100005,Diálogo andino,https://doi.org/10.4067/s0719-26812013000100005,http://www.scielo.cl/pdf/rda/n41/art05.pdf,Hermann Gorbahn,"La agricultura se ha establecido en los Andes centrales durante el Arcaico medio. Pernil Alto (5800-5000 calBP) era un asentamiento permanente de este periodo en el sur del Peru. La economia de este asentamiento ya estaba basada en horticultura e independiente de los recursos marinos del Oceano Pacifico. No obstante el uso de recursos naturales todavia era importante en la economia, especificamente la coleccion de plantas silvestres. El area es actualmente una de las mas aridas en el mundo, pero era mucho mas favorable durante el Arcaico medio. Esas condiciones influenciaron seguramente la emergencia de la horticultura en esta region."
Pinchango Alto,5,,,missing,,,"Combining photogrammetry and laser scanning for the recording and modelling of the Late Intermediate Period site of Pinchango Alto, Palpa, Peru",2007,10.1016/j.jas.2006.12.008,Journal of Archaeological Science,https://doi.org/10.1016/j.jas.2006.12.008,,Karsten Lambers; Henri Eisenbeiss; Martin Sauerbier; Denise Kupferschmidt; Thomas Gaisecker; Soheil Sotoodeh; Thomas Hanusch,
Pinchango Alto,5,,,missing,,,Comparison of DSMs generated from mini UAV imagery and terrestrial laser scanner in a cultural heritage application,2006,10.3929/ethz-b-000158047,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/158047,http://hdl.handle.net/20.500.11850/158047,Henri Eisenbeiss; Li Zhang,"In this paper we present two different methods, which were applied for the DSM generation of the cultural heritage site Pinchango Alto. The area of interest is a LIP (Late Intermediate Period; 1400 AD) settlement, situated 400 km in the south of the capital of Peru (Lima) close by the famous Geoglyphs of Nasca. The site was recorded using a terrestrial laser scanner (Riegl LMS-Z420i) and a mini UAV-system (Unmanned Aerial Vehicle) under the framework of a research program called NTG (“New methods and technologies in the humanities”). During the field work, using both methods, the complete settlement was documented in a short time. The post-processing of the data was done by use of in-house developed software packages. The image data (UAV) were oriented and a DSM (10 cm resolution) was generated automatically using a multi-image matching approach. For the registration of the single laser scans a surface matcher rather than the special targets was used. As a product of the laser data ..."
Pinchango Alto,5,,,missing,,,"PHOTOGRAMMETRIC DOCUMENTATION OF AN ARCHAEOLOGICAL SITE (PALPA, PERU) USING AN AUTONOMOUS MODEL HELICOPTER",2005,,KOPS (University of Konstanz),http://nbn-resolving.de/urn:nbn:de:bsz:352-0-253687,http://nbn-resolving.de/urn:nbn:de:bsz:352-0-253687,Henri Eisenbeiss; Karsten Lambers; Martin Sauerbier; Zhang Li,"In this paper we describe a new system for the recording of archaeological sites based on an autonomous UAV (unmanned aerial vehicle) that has recently been employed in the framework of the Nasca-Palpa Archaeological Project on the south coast of Peru. In the vicinity of Palpa, the prehispanic site of Pinchango Alto is an attractive, yet difficult target for archaeological research. On the one hand, its well preserved stone architecture, abundant surface finds, and richly furnished graves dating to the Late Intermediate Period (AD 1000-1400) offer many opportunities to study this still poorly understood pre-Inkaic period. On the other hand, access to and working on the site is rather difficult. The recording of the preserved surface remains therefore required a highly mobile and flexible documentation system. In the 2004 field campaign we used a model helicopter carrying a CMOS camera to acquire a series of vertical aerial images for a photogrammetric recording and 3D modeling of th..."
Pinchango Alto,5,,,missing,,,"Photogrammetric recording of the archaeological site of Pinchango Alto (Palpa, Peru) using a mini helicopter (UAV)",2005,10.1007/s004150050160,Journal of Neurology,,,Henri Eisenbeiss; Karsten Lambers; Martin Sauerbier,"We studied prospectively 105 unselected patients complaining of ptosis and/or diplopia due to extrinsic ophthalmic muscle palsies without other neurological signs. All patients underwent the same diagnostic protocol. The presenting symptoms were: ptosis, 35 patients (33%); diplopia, 27 patients (26%); ptosis and diplopia, 43 patients (41%). The oculomotor nerve was most frequently involved, followed by the abducens nerve. The final diagnoses were: ocular myasthenia, intracranial and/or orbital pathology, thyroid ophthalmopathy, diabetic ophthalmoplegia, mitochondrial myopathy, oculopharyngeal muscular dystrophy. In 26 patients (25%) the cause remained undetermined. Our study confirms the difficulty of establishing an aetiological diagnosis in patients with isolated ocular palsies."
Pinchango Alto,5,,,missing,,,"Photogrammetric Recording of the Archaeological Site of Pinchango Alto (Palpa, Peru) Using a Mini Helicopter (UAV)",2007,10.15496/publikation-2410,Universitätsbibliothek Tübingen,https://doi.org/10.15496/publikation-2410,,António Figueiredo,
Piramide Naranjada,1,,,missing,,,"New discoveries in the Piramide Naranjada in Cahuachi (Peru) using satellite, Ground Probing Radar and magnetic investigations",2011,10.1016/j.jas.2010.12.010,Journal of Archaeological Science,https://doi.org/10.1016/j.jas.2010.12.010,,Rosa Lasaponara; Nicola Masini; Enzo Rizzo; Giuseppe Orefici,
