global_rank,mgrs_1km,mgrs_compact,region,tier,composite_score,gap_score,river_score,density_score,nearest_site_km,nearest_river_km,lat_center,lon_center
321,18L WJ 50 09,18LWJ5009,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4638,0.2381,0.7426,0.2611,0.88,5.15,-15.293,-74.532
322,18L VJ 76 83,18LVJ7683,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4632,0.089,0.9758,0.1017,1.25,0.48,-14.618,-75.216
323,18L VJ 72 81,18LVJ7281,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4625,0.1213,0.9216,0.1306,0.71,1.57,-14.636,-75.252
324,18L WJ 10 56,18LWJ1056,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4624,0.5458,0.0254,0.5953,0.83,44.09,-14.87,-74.901
325,18L VJ 75 79,18LVJ7579,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4605,0.1436,0.8639,0.1575,0.88,2.72,-14.654,-75.225
326,18L VJ 79 96,18LVJ7996,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4605,0.1379,0.8791,0.1599,1.38,2.42,-14.501,-75.189
327,18L VJ 84 76,18LVJ8476,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4603,0.3749,0.4132,0.398,0.58,10.61,-14.681,-75.144
328,18K ZG 07 96,18KZG0796,Far South — Arequipa-Moquegua,Tier 2 — Medium Priority,0.4603,0.7458,0.0337,0.8717,1.44,40.69,-16.297,-72.122
329,18L VJ 77 83,18LVJ7783,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4599,0.1077,0.9293,0.1189,0.94,1.41,-14.618,-75.207
330,18L WJ 51 10,18LWJ5110,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.459,0.2162,0.7623,0.25,1.35,4.75,-15.284,-74.523
331,18L VJ 81 94,18LVJ8194,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4589,0.1517,0.8441,0.1712,1.14,3.12,-14.519,-75.171
332,18L VJ 67 79,18LVJ6779,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4586,0.1539,0.8586,0.1637,0.6,2.83,-14.654,-75.306
333,18L WJ 47 12,18LWJ4712,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4584,0.1319,0.899,0.1794,2.64,2.02,-15.266,-74.559
334,18L TM 76 61,18LTM7661,Central Coast — Lima Valley,Tier 2 — Medium Priority,0.4581,0.4128,0.6811,0.4481,0.79,6.38,-12.102,-77.055
335,18L WJ 48 13,18LWJ4813,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.458,0.0993,0.9612,0.141,2.95,0.78,-15.257,-74.55
336,18L VJ 70 77,18LVJ7077,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4577,0.1408,0.8666,0.1572,1.04,2.67,-14.672,-75.27
337,18L VJ 68 77,18LVJ6877,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4576,0.1402,0.8706,0.1576,1.1,2.59,-14.672,-75.288
338,18L WJ 47 11,18LWJ4711,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4575,0.158,0.8531,0.1975,2.0,2.94,-15.275,-74.559
339,18L WJ 09 57,18LWJ0957,South Desert — Nazca-Palpa-Ica,Tier 2 — Medium Priority,0.4569,0.5294,0.0285,0.5886,1.01,42.71,-14.861,-74.91
340,18L TM 72 62,18LTM7262,Central Coast — Lima Valley,Tier 2 — Medium Priority,0.45,0.4879,0.5065,0.5468,1.08,8.16,-12.093,-77.091
341,18L TM 76 66,18LTM7666,Central Coast — Lima Valley,Tier 3 — Low Priority,0.445,0.2936,0.8589,0.3253,0.97,2.82,-12.057,-77.055
342,18K ZG 10 93,18KZG1093,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.4378,0.725,0.0272,0.7928,0.86,43.23,-16.324,-72.095
343,18L TM 73 61,18LTM7361,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4307,0.4434,0.5103,0.5274,1.59,8.07,-12.102,-77.082
344,18L TM 77 62,18LTM7762,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4293,0.3272,0.746,0.3541,0.76,5.08,-12.093,-77.046
345,18K ZG 06 94,18KZG0694,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.428,0.7026,0.0372,0.7642,0.81,39.49,-16.315,-72.131
346,18L TM 75 68,18LTM7568,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4269,0.2872,0.8056,0.3294,1.28,3.89,-12.039,-77.064
347,18K ZG 11 95,18KZG1195,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.4244,0.7074,0.0245,0.7559,0.64,44.49,-16.297,-72.086
348,18K ZG 09 98,18KZG0998,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.424,0.6978,0.028,0.7697,0.93,42.91,-16.279,-72.104
349,18L TM 77 63,18LTM7763,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4235,0.2844,0.7923,0.338,1.59,4.15,-12.084,-77.046
350,18K ZG 06 95,18KZG0695,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.4218,0.683,0.0369,0.7753,1.19,39.6,-16.306,-72.131
351,18L TM 71 70,18LTM7170,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4161,0.4308,0.5027,0.4836,1.09,8.25,-12.021,-77.1
352,18L TM 77 64,18LTM7764,Central Coast — Lima Valley,Tier 3 — Low Priority,0.416,0.2449,0.8363,0.3051,1.97,3.27,-12.075,-77.046
353,18L TM 70 67,18LTM7067,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4152,0.4134,0.4892,0.5507,2.49,8.58,-12.048,-77.109
354,18K ZG 08 92,18KZG0892,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.4148,0.6761,0.0321,0.7595,1.1,41.26,-16.333,-72.113
355,18L TM 75 60,18LTM7560,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4139,0.3563,0.6144,0.4382,1.87,7.71,-12.111,-77.064
356,18L TM 77 65,18LTM7765,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4135,0.2241,0.8758,0.2659,1.57,2.48,-12.066,-77.046
357,18L TM 70 66,18LTM7066,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4123,0.4189,0.4879,0.5186,1.92,8.61,-12.057,-77.109
358,18L TM 71 63,18LTM7163,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4095,0.4246,0.4931,0.4734,1.03,8.48,-12.084,-77.1
359,18L TM 76 67,18LTM7667,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4092,0.2206,0.8639,0.2715,1.87,2.72,-12.048,-77.055
360,18L TM 94 43,18LTM9443,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4081,0.2089,0.8866,0.2273,0.81,2.27,-12.264,-76.893
361,18L TM 76 60,18LTM7660,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4081,0.3454,0.6353,0.3857,1.04,7.29,-12.111,-77.055
362,18L TM 72 71,18LTM7271,Central Coast — Lima Valley,Tier 3 — Low Priority,0.408,0.3635,0.6074,0.3992,0.89,7.85,-12.012,-77.091
363,18L TM 78 67,18LTM7867,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4054,0.1709,0.9604,0.1837,0.69,0.79,-12.048,-77.037
364,18L TM 74 70,18LTM7470,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4051,0.303,0.7165,0.3214,0.57,5.67,-12.021,-77.073
365,18L TM 94 42,18LTM9442,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4043,0.1803,0.9195,0.2117,1.48,1.61,-12.273,-76.893
366,18K ZG 11 93,18KZG1193,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.404,0.6693,0.025,0.7214,0.72,44.27,-16.315,-72.086
367,18L TM 77 66,18LTM7766,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4035,0.1905,0.9049,0.2307,1.74,1.9,-12.057,-77.046
368,18L TM 79 66,18LTM7966,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4016,0.1637,0.9597,0.1785,0.83,0.81,-12.057,-77.028
369,18K ZG 07 97,18KZG0797,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.4011,0.6327,0.0332,0.7791,1.88,40.85,-16.288,-72.122
370,18L TM 78 66,18LTM7866,Central Coast — Lima Valley,Tier 3 — Low Priority,0.4008,0.1666,0.9457,0.1939,1.41,1.09,-12.057,-77.037
371,18L TM 95 42,18LTM9542,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3977,0.1493,0.9555,0.1774,1.58,0.89,-12.273,-76.884
372,18L TM 70 68,18LTM7068,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3975,0.3785,0.4858,0.5326,2.89,8.66,-12.039,-77.109
373,18L TM 77 67,18LTM7767,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3949,0.1725,0.9125,0.2062,1.63,1.75,-12.048,-77.046
374,18L TM 78 63,18LTM7863,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3942,0.2297,0.8075,0.2572,1.07,3.85,-12.084,-77.037
375,18L TM 78 62,18LTM7862,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3933,0.2578,0.7583,0.2739,0.59,4.83,-12.093,-77.037
376,18K ZG 11 96,18KZG1196,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3933,0.6395,0.0243,0.7298,1.24,44.63,-16.288,-72.086
377,18L TM 73 71,18LTM7371,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3929,0.3137,0.6477,0.3501,1.04,7.05,-12.012,-77.082
378,18L TM 78 64,18LTM7864,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3929,0.1987,0.8561,0.2339,1.51,2.88,-12.075,-77.037
379,18L TM 76 68,18LTM7668,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3918,0.2005,0.8512,0.2345,1.45,2.98,-12.039,-77.055
380,18L TM 78 68,18LTM7868,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3913,0.162,0.9281,0.1787,0.94,1.44,-12.039,-77.037
381,18L TM 95 41,18LTM9541,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3902,0.1211,0.9756,0.1621,2.53,0.49,-12.282,-76.884
382,18L TM 78 65,18LTM7865,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3897,0.164,0.9034,0.2111,2.23,1.93,-12.066,-77.037
383,18L TM 95 43,18LTM9543,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3883,0.1619,0.9086,0.1758,0.79,1.83,-12.264,-76.884
384,18L TM 79 68,18LTM7968,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3875,0.151,0.938,0.1622,0.69,1.24,-12.039,-77.028
385,18K ZG 07 92,18KZG0792,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3871,0.6236,0.0348,0.7083,1.2,40.31,-16.333,-72.122
386,18K ZG 08 98,18KZG0898,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.386,0.6132,0.0303,0.7367,1.68,41.97,-16.279,-72.113
387,18L TM 79 65,18LTM7965,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3859,0.1572,0.9105,0.1892,1.69,1.79,-12.066,-77.028
388,18L TM 93 42,18LTM9342,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3847,0.1721,0.8745,0.1941,1.13,2.51,-12.273,-76.902
389,18L TM 94 41,18LTM9441,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3842,0.136,0.9286,0.1775,2.34,1.43,-12.282,-76.893
390,18L TM 77 60,18LTM7760,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3837,0.2969,0.6505,0.3217,0.77,6.99,-12.111,-77.046
391,18L TM 79 64,18LTM7964,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3835,0.1832,0.8608,0.2026,0.96,2.78,-12.075,-77.028
392,18K ZG 11 97,18KZG1197,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3828,0.6293,0.0239,0.6874,0.85,44.79,-16.279,-72.086
393,18L TM 80 66,18LTM8066,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3825,0.1467,0.9288,0.1578,0.71,1.42,-12.057,-77.019
394,18L TM 77 68,18LTM7768,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3822,0.1597,0.8938,0.1935,1.75,2.12,-12.039,-77.046
395,18K ZG 06 96,18KZG0696,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3818,0.598,0.0365,0.7363,1.88,39.74,-16.297,-72.131
396,18K ZG 10 92,18KZG1092,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3818,0.6319,0.0274,0.6678,0.54,43.18,-16.333,-72.095
397,18L TM 70 69,18LTM7069,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3808,0.3642,0.478,0.4756,2.34,8.86,-12.03,-77.109
398,18L TM 78 61,18LTM7861,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3806,0.2612,0.7089,0.2787,0.63,5.82,-12.102,-77.037
399,18L TM 80 67,18LTM8067,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3803,0.1378,0.9393,0.146,0.57,1.21,-12.048,-77.019
400,18L TM 76 69,18LTM7669,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3801,0.1985,0.8247,0.215,0.77,3.51,-12.03,-77.055
401,18L TM 93 45,18LTM9345,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3786,0.2174,0.7767,0.2293,0.52,4.47,-12.246,-76.902
402,18L TM 70 65,18LTM7065,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3777,0.3656,0.482,0.4418,1.73,8.76,-12.066,-77.109
403,18L TM 75 70,18LTM7570,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3763,0.2293,0.7551,0.2484,0.77,4.9,-12.021,-77.064
404,18L TM 78 69,18LTM7869,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3762,0.1597,0.8827,0.1754,0.89,2.35,-12.03,-77.037
405,18L TM 77 69,18LTM7769,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3721,0.1621,0.8591,0.1897,1.46,2.82,-12.03,-77.046
406,18L TM 80 65,18LTM8065,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3719,0.1423,0.893,0.1695,1.61,2.14,-12.066,-77.019
407,18L TM 80 64,18LTM8064,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3713,0.1695,0.8489,0.1809,0.63,3.02,-12.075,-77.019
408,18L TM 71 71,18LTM7171,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3712,0.3638,0.4847,0.3995,0.89,8.69,-12.012,-77.1
409,18L TM 96 42,18LTM9642,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3681,0.0999,0.9526,0.1172,1.48,0.95,-12.273,-76.875
410,18L TM 96 41,18LTM9641,Central Coast — Lima Valley,Tier 3 — Low Priority,0.368,0.0867,0.9707,0.115,2.46,0.59,-12.282,-76.875
411,18L TM 74 71,18LTM7471,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3668,0.2439,0.6854,0.286,1.47,6.29,-12.012,-77.073
412,18L TM 95 44,18LTM9544,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3656,0.1485,0.8596,0.1585,0.63,2.81,-12.255,-76.884
413,18L TM 76 70,18LTM7670,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3655,0.191,0.7895,0.2086,0.84,4.21,-12.021,-77.055
414,18L TM 79 69,18LTM7969,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3649,0.1352,0.8885,0.1532,1.18,2.23,-12.03,-77.028
415,18L TM 94 45,18LTM9445,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3639,0.1772,0.7986,0.1937,0.85,4.03,-12.246,-76.893
416,18L TM 74 60,18LTM7460,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3637,0.3155,0.5039,0.4337,2.72,8.22,-12.111,-77.073
417,18L TM 80 68,18LTM8068,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3636,0.119,0.9146,0.1345,1.15,1.71,-12.039,-77.019
418,18L TM 77 70,18LTM7770,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3631,0.1713,0.8171,0.1895,0.96,3.66,-12.021,-77.046
419,18L VL 03 62,18LVL0362,Central Coast — Lima Valley,Tier 3 — Low Priority,0.363,0.0372,0.9657,0.0403,0.77,0.69,-13.002,-75.894
420,18K ZG 11 92,18KZG1192,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3628,0.5934,0.0252,0.6489,0.86,44.19,-16.324,-72.086
421,18K ZG 11 98,18KZG1198,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3609,0.5949,0.0236,0.633,0.6,44.98,-16.27,-72.086
422,18L TM 95 40,18LTM9540,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3601,0.0868,0.9352,0.1336,3.5,1.3,-12.291,-76.884
423,18L UM 14 19,18LUM1419,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3592,0.2335,0.6662,0.2469,0.54,6.68,-12.48,-76.704
424,18K ZG 06 97,18KZG0697,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3591,0.57,0.036,0.6603,1.37,39.9,-16.288,-72.131
425,18L VL 02 63,18LVL0263,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3584,0.0338,0.9579,0.0365,0.76,0.84,-12.993,-75.903
426,18L VL 03 63,18LVL0363,Central Coast — Lima Valley,Tier 3 — Low Priority,0.3581,0.0376,0.9494,0.0398,0.56,1.01,-12.993,-75.894
427,18K ZG 09 99,18KZG0999,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.355,0.5686,0.0275,0.6547,1.32,43.1,-16.27,-72.104
428,19K CB 00 06,19KCB0006,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3507,0.1028,0.9474,0.1133,0.93,1.05,-17.116,-70.871
429,19K BB 99 06,19KBB9906,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3459,0.0755,0.9778,0.0929,1.87,0.44,-17.116,-70.88
430,19K CB 01 07,19KCB0107,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3449,0.1292,0.8803,0.1381,0.64,2.39,-17.107,-70.862
431,18K ZG 07 98,18KZG0798,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3446,0.535,0.0328,0.6634,1.93,41.03,-16.279,-72.122
432,19K CB 00 07,19KCB0007,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3441,0.1084,0.9135,0.1217,1.09,1.73,-17.107,-70.871
433,19K CB 00 05,19KCB0005,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3385,0.0808,0.9448,0.0953,1.52,1.1,-17.125,-70.871
434,18K ZG 06 92,18KZG0692,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3371,0.5348,0.0377,0.6058,1.17,39.35,-16.333,-72.131
435,19K BB 99 05,19KBB9905,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3368,0.0618,0.9723,0.0795,2.22,0.55,-17.125,-70.88
436,19K CB 02 07,19KCB0207,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3348,0.1323,0.8396,0.1444,0.84,3.21,-17.107,-70.853
437,19K BB 99 07,19KBB9907,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3341,0.0813,0.9278,0.0984,1.74,1.44,-17.107,-70.88
438,19K CB 02 06,19KCB0206,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3324,0.1202,0.8551,0.1299,0.75,2.9,-17.116,-70.853
439,19K CB 01 05,19KCB0105,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3311,0.0921,0.9006,0.105,1.23,1.99,-17.125,-70.862
440,18K ZG 07 91,18KZG0791,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3306,0.5349,0.0349,0.5688,0.6,40.27,-16.342,-72.122
441,18K ZG 09 91,18KZG0991,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3302,0.5322,0.0297,0.5851,0.9,42.19,-16.342,-72.104
442,19K AB 98 09,19KAB9809,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3288,0.4266,0.2531,0.4514,0.55,16.49,-17.08,-71.834
443,18K ZG 12 98,18KZG1298,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3256,0.5345,0.0218,0.5634,0.51,45.92,-16.27,-72.077
444,18K ZG 10 99,18KZG1099,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3247,0.5268,0.025,0.5693,0.75,44.25,-16.261,-72.095
445,18K YG 67 90,18KYG6790,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.324,0.0,0.9945,0.0001,9.69,0.11,-16.351,-72.5
446,19K BB 99 06,19KBB9906,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3233,0.0502,0.9474,0.0699,2.82,1.05,-17.116,-70.889
447,18K ZG 12 94,18KZG1294,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.321,0.5174,0.0229,0.5774,1.04,45.32,-16.306,-72.077
448,18K ZG 05 94,18KZG0594,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3203,0.4964,0.0403,0.5893,1.58,38.54,-16.315,-72.14
449,18K ZG 12 97,18KZG1297,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3196,0.5115,0.0221,0.5843,1.25,45.74,-16.279,-72.077
450,19K BB 99 05,19KBB9905,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3183,0.0428,0.9448,0.0617,3.06,1.1,-17.125,-70.889
451,18K ZG 06 98,18KZG0698,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3181,0.5037,0.0354,0.5644,1.07,40.08,-16.279,-72.131
452,19K BB 99 08,19KBB9908,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3181,0.0804,0.8779,0.0939,1.44,2.44,-17.098,-70.88
453,18K ZG 05 96,18KZG0596,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3177,0.4957,0.0394,0.5751,1.38,38.79,-16.297,-72.14
454,18K ZG 11 92,18KZG1192,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3167,0.5166,0.0253,0.5462,0.54,44.14,-16.333,-72.086
455,19K CB 02 05,19KCB0205,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3163,0.0895,0.8541,0.1061,1.56,2.92,-17.125,-70.853
456,18K ZG 12 95,18KZG1295,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3161,0.4994,0.0227,0.5927,1.57,45.44,-16.297,-72.077
457,19K BB 99 07,19KBB9907,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3151,0.054,0.9135,0.0728,2.59,1.73,-17.107,-70.889
458,19K CB 03 07,19KCB0307,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.315,0.117,0.7959,0.1405,1.67,4.08,-17.107,-70.844
459,19K CB 00 04,19KCB0004,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3146,0.0562,0.9088,0.0739,2.4,1.82,-17.134,-70.871
460,18K ZG 05 95,18KZG0595,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3144,0.4779,0.0399,0.6,2.04,38.65,-16.306,-72.14
461,19K CB 03 08,19KCB0308,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3134,0.1277,0.7734,0.1467,1.3,4.53,-17.098,-70.844
462,19K BB 99 04,19KBB9904,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3127,0.0451,0.9223,0.0636,2.9,1.55,-17.134,-70.88
463,18K YG 67 91,18KYG6791,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3125,0.0,0.9556,0.0001,8.84,0.89,-16.342,-72.5
464,19K CB 01 09,19KCB0109,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3123,0.1112,0.8032,0.1227,0.94,3.94,-17.089,-70.862
465,19K CB 02 09,19KCB0209,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.312,0.126,0.7761,0.1359,0.73,4.48,-17.089,-70.853
466,18K ZG 08 99,18KZG0899,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3115,0.4746,0.0298,0.6102,2.22,42.17,-16.27,-72.113
467,18K YG 68 90,18KYG6890,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3111,0.0,0.9517,0.0001,9.23,0.97,-16.351,-72.491
468,19K CB 03 06,19KCB0306,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3104,0.1032,0.8078,0.1232,1.63,3.84,-17.116,-70.844
469,19K BB 14 07,19KBB1407,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3097,0.0,0.9877,0.0006,7.47,0.25,-17.098,-71.681
470,18K YG 67 89,18KYG6789,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.309,0.0,0.9445,0.0001,8.95,1.11,-16.36,-72.5
471,19K CB 01 04,19KCB0104,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3082,0.0621,0.8769,0.0799,2.23,2.46,-17.134,-70.862
472,19K BA 50 46,19KBA5046,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3072,0.0146,0.9651,0.0165,1.16,0.7,-17.656,-71.348
473,19K CB 00 09,19KCB0009,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3072,0.0918,0.8215,0.1035,1.13,3.57,-17.089,-70.871
474,19K BB 39 18,19KBB3918,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3069,0.0,0.9831,0.0,11.38,0.34,-16.999,-71.447
475,18K ZG 12 96,18KZG1296,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3068,0.4758,0.0224,0.5937,1.99,45.58,-16.288,-72.077
476,18K YG 68 91,18KYG6891,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3061,0.0,0.9347,0.0002,8.34,1.31,-16.342,-72.491
477,19K BA 49 47,19KBA4947,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3055,0.0144,0.9594,0.0164,1.24,0.81,-17.647,-71.357
478,19K CB 29 19,19KCB2919,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3055,0.0,0.9923,0.0024,5.46,0.15,-16.999,-70.601
479,18K ZG 12 99,18KZG1299,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3053,0.4977,0.0214,0.5262,0.54,46.12,-16.261,-72.077
480,19K BB 65 30,19KBB6530,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3045,0.0,0.9788,0.0007,6.94,0.42,-16.9,-71.204
481,19L CC 93 47,19LCC9347,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3041,0.004,0.9802,0.0069,4.27,0.4,-15.847,-69.998
482,18K ZG 05 93,18KZG0593,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.304,0.4725,0.0406,0.544,1.31,38.45,-16.324,-72.14
483,19K BA 87 98,19KBA8798,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3038,0.0,0.9806,0.0053,6.5,0.39,-17.188,-70.997
484,18K YG 68 89,18KYG6889,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3035,0.0,0.9267,0.0001,9.34,1.47,-16.36,-72.491
485,19K BB 66 30,19KBB6630,Far South — Arequipa-Moquegua,Tier 3 — Low Priority,0.3028,0.0,0.9734,0.0006,7.08,0.53,-16.9,-71.195
